post_number,subject,username,date
153,Tickets are going faaaast BRZG,Parabelle,2013-02-21
154,"After watching this all morning, knew something was up..",GEM,2013-02-21
155,Grabbed a nice lil starter here~,Optimus_Trader,2013-02-21
156,U see the HUUGE bid too? :-),Underboss,2013-02-21
157,"shhh, trying to load before him......",HDOGTX,2013-02-21
158,Nice bid support at .003~,Optimus_Trader,2013-02-21
159,"Yup, been relatively quiet on BRZG still. I'm",Underboss,2013-02-21
160,Could be a nice entry down here.,Rainer,2013-02-21
161,"Man, that's a huge bid.",Rainer,2013-02-21
162,Mooooving Up!! BRZG,Parabelle,2013-02-21
163,BRZG pre RM load em up.... Before CDEL,HDOGTX,2013-02-21
164,Thanks for the last of the .0031's today...about,MoneyStocker1,2013-02-21
165,BZRG looking good here.  CDEL wants in,Rainer,2013-02-21
166,The heat is definitely on now~,HDOGTX,2013-02-21
167,BRZG .004,$treet Trader,2013-02-21
168,BZRG chart look good,Cubanwinner,2013-02-21
169,on watch......lotsa room chartwise to grow......0039,BULLET,2013-02-21
170,$BRZG - Get'em while they're hot!!!,wholelotamoney,2013-02-21
171,Thing of beeeeauty! BRZG :),Parabelle,2013-02-21
172,BRZG Institutional MM CDEL is driving/buying this up,HDOGTX,2013-02-21
173,CDEL's bid almost the size of all all,Rainer,2013-02-21
174,BRZG nice movement today w/alot more room to,PinkPennies,2013-02-21
175,"CDEL wants lots of shares, and my speculation",Underboss,2013-02-21
176,BRZG CDEL been after shares all day ~,PinkPennies,2013-02-21
177,looking very interesting for a move to pennys....lotsa,BULLET,2013-02-21
178,what is cdel you guys? is brzg a,ghostboii23,2013-02-21
179,CDEL is an MM that's believed to buy,Rainer,2013-02-21
180,ok thanks. should i get in on this,ghostboii23,2013-02-21
181,Hard to say.  Have to watch the,Rainer,2013-02-21
182,do you know what will shoot up tomorrow?,ghostboii23,2013-02-22
183,No.  Maybe check around on some other,Rainer,2013-02-22
184,There is a board for new traders or,Carjockey2,2013-02-22
185,BRZG .0042,$treet Trader,2013-02-22
186,Daily Chart - Breaking out!,C.C.,2013-02-22
187,I am on it my brother....Purty chart buddy!!!,Carjockey2,2013-02-22
188,$BRZG L2 mega THIN! Nice volume so far,BCNstocks,2013-02-22
189,BRZG Big volume out the gate today......,HDOGTX,2013-02-22
190,Gonna be in pennyland soon BRZG,Underboss,2013-02-22
191,BRZG hardly anything on the ask side!,BCNstocks,2013-02-22
192,yes L2 is super thin IMO could very,John753,2013-02-22
193,BZRG bid ut,BCNstocks,2013-02-22
194,Bid growing and moving up. Just matter of,John753,2013-02-22
195,Hell the shell alone is worth more than,HDOGTX,2013-02-22
196,Agreed Hdog and today is a perfect day,BCNstocks,2013-02-22
197,Agree,John753,2013-02-22
198,"Exactly, that's why with acquisitions now expected to",Underboss,2013-02-22
199,Bid building at 0.0036 BRZG weak hand might,John753,2013-02-22
200,The SS is tiny. Look how THIN BRZG,Underboss,2013-02-22
201,yup,John753,2013-02-22
202,People will be wishing they got any or,Underboss,2013-02-22
203,and the people who bid wack will chase,John753,2013-02-22
204,Wait till they announce their acquisition(s) n other,Underboss,2013-02-22
205,"People gotta realize one thing, BRZG is a",Underboss,2013-02-22
206,$BRZG - Breaking out with huge volume! Heading,wholelotamoney,2013-02-22
207,BRZG looking better and better IMO 0.0043's UP,John753,2013-02-22
208,"Lol sorry, 222K bids at .0043 now :-D",Underboss,2013-02-22
209,LOL 45's UP on BRZG with NITE showing,John753,2013-02-22
210,NITE showing 10K now. LOL,Underboss,2013-02-22
211,NITE should be gone soon IMO. Not seeing,John753,2013-02-22
212,BRZG is very healthy. Look out for steady,Underboss,2013-02-22
213,47's getting hit now,John753,2013-02-22
214,BRZG moving like budda~,HDOGTX,2013-02-22
215,0.0053's UP on BRZG,John753,2013-02-22
216,BZRG looking good!,love your neighbor ,2013-02-22
217,BRZG in full Breakout mode~,HDOGTX,2013-02-22
218,Weeeeeeeeee off to da races,Underboss,2013-02-22
219,OOOHH SOOO THIN~,Optimus_Trader,2013-02-22
220,i'm in at 58,SSStock,2013-02-22
221,$BRZG    great to come home,GEM,2013-02-22
222,BEAST MODE~,Optimus_Trader,2013-02-22
223,4 sure!,love your neighbor ,2013-02-22
224,BRZG BLAM!!,love your neighbor ,2013-02-22
225,Hello Kabooomland! BRZG,Parabelle,2013-02-22
226,.0057 now :D,Underboss,2013-02-22
227,"That's where I live, how u know?? LOL",Underboss,2013-02-22
228,$BRZG~~~~Most DEF going to be blowing that .006,GEM,2013-02-22
229,getting ready for next leg? :),SSStock,2013-02-22
230,I live in the next town over...Weeeeeeeeeeland! LOL,Parabelle,2013-02-22
231,Really? So you're a weener? :D,Underboss,2013-02-22
232,watching all the orders scramble up towards a,Murray,2013-02-22
233,LMAO! Yes I am a Weeeeeeeener,Parabelle,2013-02-22
234,get in now! 006's hitting,SSStock,2013-02-22
235,insane move starting here guys! looks very good! brzg,WealthyKing,2013-02-22
236,"sniff sniff, i smell pennies coming, possible test",WealthyKing,2013-02-22
237,"big upside potential here, investors startin to see that",SSStock,2013-02-22
238,BRZG .0064 up +54%,BCNstocks,2013-02-22
239,64's up~,Optimus_Trader,2013-02-22
240,"With acquisition coming, Shell ALONE is worth at",Underboss,2013-02-22
241,BRZG Weekly Chart ,BOS,2013-02-22
242,"Bingo, this PPS is cheap, shell alone the",HDOGTX,2013-02-22
243,"Yeap, simple math bruddah, breaking penny n off",Underboss,2013-02-22
244,Man...look at MACD...would think we see .05 at least,Underboss,2013-02-22
245,Agree. Only thing sexier than that chart is,BOS,2013-02-22
246,"Yea, already been churned out IMO.",Underboss,2013-02-22
247,"BRZG PennyBound! Exactly where my targert goal is, 200ma!",C.C.,2013-02-22
248,"200ma = 0.02, nice, ANT",ANTADOG,2013-02-22
249,BRZG .0064 +60% today and +220% since alert,TH_Stockhunter,2013-02-22
250,$BRZG - Boooomage!!!  Flying up to pennies!,wholelotamoney,2013-02-22
251,lots of room to consolidate and move on,Murray,2013-02-22
252,60 min UBB about to open up again,Murray,2013-02-22
253,UBSS and CDEL started out with their shares,Murray,2013-02-22
254,0.0064's on ask now :-),John753,2013-02-22
255,cnbc guest with mandy: Brazil Exploding Growth with,SmokeSignals,2013-02-22
256,"Oh nice, I bet there are some happy",CashCowMoo,2013-02-22
257,Just have a lil bit of RETAIL to,GEM,2013-02-22
258,yes not much L2 still super thin IMO BRZG,John753,2013-02-22
259,200K holding us back ????????  lol,GEM,2013-02-22
260,everyone must be waiting for POWER HOUR!!!,love your neighbor ,2013-02-22
261,I think everyone is praying for a dip lol...,BOS,2013-02-22
262,lol. good point! you are probably right!!,love your neighbor ,2013-02-22
263,"L2 looks good for BRZG, I do expect",CashCowMoo,2013-02-22
264,I don't have near as much as I,BOS,2013-02-22
265,yup prob pennys next week...........,BULLET,2013-02-22
266,Looking very good!,WealthyKing,2013-02-22
267,my beer and chicken wing order has already,Murray,2013-02-22
268,"interesting, as of right now L2 is nice",CashCowMoo,2013-02-22
269,That 6 has to go then we can,GEM,2013-02-22
270,ONE more 6....and big jump on L2 maybe??,GEM,2013-02-22
271,will have to wait until monday to find,love your neighbor ,2013-02-22
272,"Next week should be good imo, sup Murray",WakingBake,2013-02-22
273,Great finish of the week for BRZG IMO.,John753,2013-02-22
274,Excellent close today...MONDAY MONDAY!!!,GEM,2013-02-22
275,Indeed great close. Looking forward for some more,John753,2013-02-22
276,BRZG agreed excellent close! Mostly buys today and,BCNstocks,2013-02-22
277,Agree. BRZG is holding very well IMO,John753,2013-02-22
278,Very strong day for a Friday.,Rainer,2013-02-22
279,"All star line up of DD hounds here,",HDOGTX,2013-02-22
280,"Right, Fridays are a day to collect the",GEM,2013-02-22
281,No stopping this bullet train anytime soon bro,Underboss,2013-02-22
282,"Shhhhh, trying to accumulate",Biggiee,2013-02-22
283,<DELETED>,<DELETED>,2013-02-22
284,<DELETED>,<DELETED>,2013-02-22
285,Looks like I shushed 3x,Biggiee,2013-02-22
286,How bout that for a shush lol...BRZG,Underboss,2013-02-22
287,Pennyland next week. Mark it.,Underboss,2013-02-23
288,"Great. Stickied this bud. (Have to repost it,",Underboss,2013-02-23
289,"""You're welcome! Also talked to the CEO. News",Underboss,2013-02-23
290,Anyone know the updated O/S on $BRZG?,moneyduh,2013-02-23
291,$BRZG~~~Good Morning.... 77 mil O/S and 250 A/S,GEM,2013-02-23
292,GM Gem. You wouldnt happen to know the,stoutman,2013-02-23
293,<DELETED>,<DELETED>,2013-02-23
294,"Stoutman, No I don't know the float but",GEM,2013-02-23
295,less than 6 mil shares volume makes it,ANTADOG,2013-02-23
296,looks like the float is approx 71 mill,WatchTV,2013-02-23
297,I think you should reverse the figure :-D,Underboss,2013-02-23
298,Thanks GEM. That's all I needed to know.,moneyduh,2013-02-23
299,The way it was holding how thin the,John753,2013-02-23
300,Can't wait for Monday for some more action,John753,2013-02-23
301,BRZG's been real stellar....this week coming??,GEM,2013-02-23
302,BRZG definitely should be on the watchlist if,John753,2013-02-23
303,We should see a few pennies when news,HIFI,2013-02-23
304,With news we should get more eye and,John753,2013-02-23
305,"Thanks, Dude!",StockPrez,2013-02-23
306,Thank you stockprez for calling and thank you,John753,2013-02-23
307,Hey bud!!  No doubt this should have,Murray,2013-02-23
308,Yw bud :),Underboss,2013-02-24
309,"That's what I'm believing too, at LEAST a",Underboss,2013-02-24
310,"Besides the cheerleaders on this board, what does",lesgetrich,2013-02-24
311,Even if it's a P&D the O/S < 100K,moneyduh,2013-02-24
312,Don't bother with pennystocks would be my simple,Underboss,2013-02-24
313,Don't forget the unusual interest of mm cdel,ANTADOG,2013-02-24
314,Yep ANT:) we're good imo;),Underboss,2013-02-24
315,That mm upped his bid at least twice,ANTADOG,2013-02-24
316,<DELETED>,<DELETED>,2013-02-24
317,"You're welcome, John!",StockPrez,2013-02-24
318,BRZG going higher :),SSStock,2013-02-25
319,$BRZG!!   Morning everybody... red hot ticker today[/col,GEM,2013-02-25
320,Morning GEM,SSStock,2013-02-25
321,BRZG - Low floater considering the stock price.,E-Z Moniez,2013-02-25
322,Mornin BRZG,Murray,2013-02-25
323,"Good morning, Gem!",StockPrez,2013-02-25
324,GM Guys,John753,2013-02-25
325,BRZG on fast track to pennyland.....,HDOGTX,2013-02-25
326,GM all! Lets go!,Underboss,2013-02-25
327,GM StockPrez,John753,2013-02-25
328,$BRZG very THIN to pennyland! ,BCNstocks,2013-02-25
329,ask still wide open to a penny... no,Murray,2013-02-25
330,Agree. Thin ask IMO.,John753,2013-02-25
331,"good morning, John",StockPrez,2013-02-25
332,"$BRZG~~~Couple bid whackers, get them out and up",GEM,2013-02-25
333,let's get this penny party started!!,love your neighbor ,2013-02-25
334,"BRZG - may need some churning, but the",Murray,2013-02-25
335,they needed some money for some donuts this morning,StockPrez,2013-02-25
336,"If they really needed the $$, I could",GEM,2013-02-25
337,BRZG nice hit at 0.0062.,John753,2013-02-25
338,May the hits keep coming!!,GEM,2013-02-25
339,yes BRZG is thin IMO with little buying,John753,2013-02-25
340,Bid growing,John753,2013-02-25
341,"it's building slowly, ANT",ANTADOG,2013-02-25
342,Market is pretty DEAD but BRZG getting much ,GEM,2013-02-25
343,It's just matter of time till BRZG starts,John753,2013-02-25
344,Ihub L2 down?,John753,2013-02-25
345,"Yep, just a matter of time before some",BCNstocks,2013-02-25
346,"BRZG moves like lightning, on watch News/Filings, tiny SS.....",HDOGTX,2013-02-25
347,I guess some people are in hurry to sell.,John753,2013-02-25
348,I can only be so hopeful... Sell Sell Sell.,BOS,2013-02-25
349,In a way I'm glad that weak hands,John753,2013-02-25
350,yep,StockPrez,2013-02-25
351,Looking for more week hands. Sell Sell Sell.,BOS,2013-02-25
352,"lol! Daily and 60min needed sellers, we were",Murray,2013-02-25
353,"Eager to buy more, maybe cdel too, ANT",ANTADOG,2013-02-25
354,I'm in ...Order took a long time to,bdr,2013-02-25
355,Nice.  Added a few on this dip.,Rainer,2013-02-25
356,Me too :),SSStock,2013-02-25
357,Break up your sells.  Too much stackage,Rainer,2013-02-25
358,Welcome aboard buddy. Hop you enjoy the ride,John753,2013-02-25
359,Bid growing. Trading almost the same way as,John753,2013-02-25
360,Bid growing more and asking is getting hits,John753,2013-02-25
361,0.0058's UP BRZG,John753,2013-02-25
362,"weeding out the last ones now, ground floor",ANTADOG,2013-02-25
363,ATDF finally out.,Rainer,2013-02-25
364,<DELETED>,<DELETED>,2013-02-25
365,"YEP, SELLER IS GONEZO... THE .004'S WERE A",onetimepleasegoupppp,2013-02-25
366,4 mm's left under 0.01,ANTADOG,2013-02-25
367,thin L2 IMO,John753,2013-02-25
368,Someone wants this lower with the 1.3mil at,HIFI,2013-02-25
369,"Seeing 117500 at 53, 100K at 54, and",John753,2013-02-25
370,LITTLE PROFIT TAKERS HERE...NICE TIME TO ADD...CHART IS,onetimepleasegoupppp,2013-02-25
371,BRZG holding very well IMO.,John753,2013-02-25
372,"added at 0,004$ today.",vanbasten,2013-02-25
373,NICE ADD BUD...GOING MUCH HIGHER...PROFIT TAKERS GETTING FLUSHED,onetimepleasegoupppp,2013-02-25
374,welcome aboard,John753,2013-02-25
375,"Nice low volume day, holding extremely well!",Murray,2013-02-25
376,Ticker is great today....holding.,GEM,2013-02-25
377,"Consolidation in effect, next stage coming, ANT",ANTADOG,2013-02-25
378,Agree with any buying pressure this should see,John753,2013-02-25
379,thought I would get alil 100k for swanky,swanky,2013-02-25
380,May see another low volume consolidation day tomorrow,Murray,2013-02-25
381,"Filings & News, imminent (BTFD) = buy the",HDOGTX,2013-02-25
382,"Yup, but end of week should be awesome.",Underboss,2013-02-26
383,:-D,Murray,2013-02-26
384,whats the day going to bring for us,SSStock,2013-02-26
385,"BIG days ahead,,,multi-pennies!!",onetimepleasegoupppp,2013-02-26
386,keep whacking fools while everyone else moves up,Murray,2013-02-26
387,did it really open at .009 and go,SSStock,2013-02-26
388,"trying to get more here, opp, ANT",ANTADOG,2013-02-26
389,250 shares at 009 (which wasn't even top,Murray,2013-02-26
390,Just like that 0.005 UP again. Thin stock IMO.,John753,2013-02-26
391,"They run away from my order lol, ANT",ANTADOG,2013-02-26
392,keep ordering then lol,SSStock,2013-02-26
393,"Churn it bb, only 4 mm's under 0.01",ANTADOG,2013-02-26
394,BRZG MM CDEL back in action on Bid.....,HDOGTX,2013-02-26
395,Thanks for the shares whoever whacker. Added more,Underboss,2013-02-26
396,churn was definitely needed... 60min and daily RSI,Murray,2013-02-26
397,"it's building a higher base, experienced people behind",ANTADOG,2013-02-26
398,Ditto.,Rainer,2013-02-26
399,I agree!,Murray,2013-02-26
400,Bid building nicely at 0.004,John753,2013-02-26
401,CDEL bidder is back;) nice bids!,Underboss,2013-02-26
402,CDEL moved up on the bid. Bid now 0.0045,John753,2013-02-26
403,Reset over. Reversal now IMO,Underboss,2013-02-26
404,BRZG looks like it go time.....,HDOGTX,2013-02-26
405,"this puppy is going places, ANT",ANTADOG,2013-02-26
406,yes looks that way. BRZG could ready to,John753,2013-02-26
407,Yea bud,Underboss,2013-02-26
408,0.0048's UP BRZG,John753,2013-02-26
409,Bid creeping...,Rainer,2013-02-26
410,Yuuuuup...I think BRZG is like a jackpot locker,Underboss,2013-02-26
411,LOL,John753,2013-02-26
412,"weeding out the weak, ANT",ANTADOG,2013-02-26
413,"Yes, new people getting in at .004 .0045",HIFI,2013-02-26
414,BRZG looks very thin to a penny now bud!!,Underboss,2013-02-26
415,004 Support is in IMO,BOS,2013-02-26
416,"Will turn heads once it gets to 007s,",Underboss,2013-02-26
417,"Yep, as long as this keeps churning we",HIFI,2013-02-26
418,"Non-retail loading alongside retail, gotta be good IMO;-)",Underboss,2013-02-26
419,CDEL gave us a big jump,HIFI,2013-02-26
420,I wouldn't use past tense so early :),Underboss,2013-02-26
421,Bids thickening,Underboss,2013-02-26
422,We have three MM bidding at 0.004 now BRZG,John753,2013-02-26
423,LOL It will happen again,HIFI,2013-02-26
424,CDEL bidding 0.0046 now,John753,2013-02-26
425,Holding strong.,Rainer,2013-02-26
426,Pretty darn difficult to get shares at bid,WakingBake,2013-02-26
427,The retail seller might be gone,HIFI,2013-02-26
428,Think so,WakingBake,2013-02-26
429,Looks like it. Holding strong IMO.,John753,2013-02-26
430,"Missed those cheapies, never was a bid sitter",ANTADOG,2013-02-26
431,BRZG getting very cheap here IMO,John753,2013-02-26
432,added at 0.003$,vanbasten,2013-02-26
433,VFIN on the ask,HIFI,2013-02-26
434,VFIN you are a POS man,BOS,2013-02-26
435,"I see, where did he come from?",WakingBake,2013-02-26
436,.002???,Rainer,2013-02-26
437,"big cross, Think he's done",WakingBake,2013-02-26
438,Picked up .002's.,StockPrez,2013-02-26
439,VFIN moved to 0.004. Bid building again.,John753,2013-02-26
440,"He might be done now, something good is",HIFI,2013-02-26
441,"Nice pick. I added some myself too, but",John753,2013-02-26
442,"7 million at 0.0021 , ANT",ANTADOG,2013-02-26
443,7.6 mill at .0021?,deenjer14,2013-02-26
444,ADDED  Nice  thanks,GEM,2013-02-26
445,Nice. Company may have needed some cash for,StockPrez,2013-02-26
446,I agree DEWM did the same thing VERT,John753,2013-02-26
447,shorty will get burned here,funnyG986,2013-02-26
448,"something good will happen from the sell, I",HIFI,2013-02-26
449,Agree. I don't mind them selling once in,John753,2013-02-26
450,"BRZG~~~that was strange, but I did get some cheapos",GEM,2013-02-26
451,yep,StockPrez,2013-02-26
452,Thankful my bid filled and he left the,BOS,2013-02-26
453,<DELETED>,<DELETED>,2013-02-26
454,Nice buy! Seems like something coming here soon.,StockPrez,2013-02-26
455,Key is when whoever is doing it understands,BOS,2013-02-26
456,Nice job we should be back to .004,HIFI,2013-02-26
457,"yes, he's gone now",StockPrez,2013-02-26
458,$BRZG~~Just going to go with the flow ,GEM,2013-02-26
459,okay,StockPrez,2013-02-26
460,"Managed to add some 0.002's, holding all, ANT",ANTADOG,2013-02-26
461,Nice bid at 0.0026,John753,2013-02-26
