post_number,subject,username,date
39,"Their website can be found here, http://www.onthemovesystems.com/",Cabroncita,2013-08-20
40,Charter Services,Cabroncita,2013-08-20
41,The charter service industry is highly regulated by,Cabroncita,2013-08-20
42,OMVS Website:http://www.onthemovesystems.com/,ErnieRee,2013-08-20
43,OMVS provides the personal service you need and,ErnieRee,2013-08-20
44,OMVS is the first company of its kind,ErnieRee,2013-08-20
45,$OMVS http://www.otcmarkets.com/stock/OMVS/quote,budfoxhub,2013-08-20
46,$OMVS ur ISTx Platform is – at its,budfoxhub,2013-08-20
47,NEWS OUT!  http://ih.advfn.com/p.php?pid=nmona&article=58879838&symbol=OMVS,Cabroncita,2013-08-20
48,OMVS OTC News linkhttp://www.otcmarkets.com/stock/OMVS/news,ErnieRee,2013-08-20
49,$OMVS http://www.otcmarkets.com/stock/OMVS/chart,budfoxhub,2013-08-20
50,OMVS Short Sales http://www.otcmarkets.com/stock/OMVS/filings,ErnieRee,2013-08-20
51,OMVS Technical Chart http://www.barchart.com/charts/stocks/OMVS&style=technical,ErnieRee,2013-08-20
52,The acquisition of a charter company (avg. price,Cabroncita,2013-08-20
53,$OMVS Our core technology platform is the heart,budfoxhub,2013-08-20
54,$OMVS http://www.otcmarkets.com/stock/OMVS/company-info,budfoxhub,2013-08-20
55,The game changer for OMVS will be utilizing,Cabroncita,2013-08-20
56,"$OMVS Working together with industry experts, and investors,",budfoxhub,2013-08-20
57,OMVS Financial Reporting/DisclosureReporting Status    ,ErnieRee,2013-08-20
58,$OMVS http://www.otcmarkets.com/stock/OMVS/news,budfoxhub,2013-08-20
59,OMVS operates on the OTC Marketplace  ,ErnieRee,2013-08-20
60,OMVS Profile DataSIC - Industry Classification  ,ErnieRee,2013-08-20
61,$OMVS The vision and experience of our leadership,budfoxhub,2013-08-20
62,$OMVS http://www.otcmarkets.com/stock/OMVS/filings,budfoxhub,2013-08-20
63,OMVS ShareholdersShareholders of Record    ,ErnieRee,2013-08-20
64,"$OMVS Currently, the ISTx Platform is under development",budfoxhub,2013-08-20
65,"Revenue is recognized through broker fees, which are",Cabroncita,2013-08-20
66,$OMVS http://www.onthemovesystems.com/,budfoxhub,2013-08-20
67,OMVS Short Selling DataShort Interest   ,ErnieRee,2013-08-20
68,$OMVS We know we have the best tools,budfoxhub,2013-08-20
69,Island Stock TransferTransfer Agent15500 Roosevelt BoulevardSuite 301Clearwa,ErnieRee,2013-08-20
70,How important is your cargo? When you have,Cabroncita,2013-08-20
71,$OMVS http://www.onthemovesystems.com/charter-services/,budfoxhub,2013-08-20
72,$OMVS “It’s really all about passion. We love,budfoxhub,2013-08-20
73,OMVS Contact Information 3001 North Rocky Point EastSuite,ErnieRee,2013-08-20
74,Our Vision,Cabroncita,2013-08-20
75,OMVS Security DetailsShare StructureMarket Value1   ,ErnieRee,2013-08-20
76,$OMVS http://www.onthemovesystems.com/freight/,budfoxhub,2013-08-20
77,$OMVS  is already working to develop new,budfoxhub,2013-08-20
78,ISTx™ Enterprise Solutions,Cabroncita,2013-08-20
79,$OMVS http://www.onthemovesystems.com/animal/,budfoxhub,2013-08-20
80,Corporate Contact http://www.onthemovesystems.com/contact-us/OMVS,ErnieRee,2013-08-20
81,$OMVS “We see a major opportunity to apply,budfoxhub,2013-08-20
82,Quote:http://www.otcmarkets.com/stock/OMVS/quoteOMVS,ErnieRee,2013-08-20
83,$OMVS http://www.onthemovesystems.com/istx-platform/,budfoxhub,2013-08-20
84,International Options,Cabroncita,2013-08-20
85,OMVS Charts http://www.otcmarkets.com/stock/OMVS/chart,ErnieRee,2013-08-20
86,$OMVS Despite the enormous amount of money spent,budfoxhub,2013-08-20
87,$OMVS http://www.onthemovesystems.com/our-story/,budfoxhub,2013-08-20
88,An uncompromising commitment to safety and security are,Cabroncita,2013-08-20
89,News http://www.onthemovesystems.com/news/OMVS,ErnieRee,2013-08-20
90,$OMVS Spending in the U.S. logistics and transportation,budfoxhub,2013-08-20
91,The game changer for OMVS will be utilizing,Cool_Trades,2013-08-20
92,SEC Filings http://www.onthemovesystems.com/sec-filings/OMVS,ErnieRee,2013-08-20
93,$OMVS http://www.onthemovesystems.com/executive-profile/,budfoxhub,2013-08-20
94,Killer website love it: http://www.onthemovesystems.com/   $OMVS,Cool_Trades,2013-08-20
95,Corporate Governance http://www.onthemovesystems.com/corporate-governance/OMVS,ErnieRee,2013-08-20
96,"Got my coffee, and my breakfast and I",Cool_Trades,2013-08-20
97,$OMVS On the Move Systems Corp. (OMVS) announced,budfoxhub,2013-08-20
98,$OMVS http://www.onthemovesystems.com/news/,budfoxhub,2013-08-20
99,$OMVS Novel offerings such as luxury ground transport,budfoxhub,2013-08-20
100,Animal/Exotic Transport,Cabroncita,2013-08-20
101,Eager to see where this day is going,Cool_Trades,2013-08-20
102,"Patrick Brown – CEOOver the past two decades,",ErnieRee,2013-08-20
103,$OMVS http://www.onthemovesystems.com/sec-filings/,budfoxhub,2013-08-20
104,"Sign up for the newsletter here, http://www.onthemovesystems.com/newsletter/OMV",ErnieRee,2013-08-20
105,"$OMVS online portals such as Kayak, Expedia, Travelocity,",budfoxhub,2013-08-20
106,Our service model includes the management and logistics,Cabroncita,2013-08-20
107,$OMVS http://ih.advfn.com/p.php?pid=squote&symbol=OMVS,budfoxhub,2013-08-20
108,It’s really all about passion. We love flying.,ErnieRee,2013-08-20
109,We know we have the best tools and,ErnieRee,2013-08-20
110,$OMVS  is seeking out promising new innovations,budfoxhub,2013-08-20
111,The charter service industry is highly regulated by,Cool_Trades,2013-08-20
112,OMVS offers personal pet transportation services that are,Cabroncita,2013-08-20
113,I have a nice big cup of coffee,Cool_Trades,2013-08-20
114,$OMVS http://ih.advfn.com/p.php?pid=nmona&article=58870414,budfoxhub,2013-08-20
115,“We believe that our company will change the,Cool_Trades,2013-08-20
116,ISTx PlatformOur core technology platform is the heart,ErnieRee,2013-08-20
117,$OMVS “Ground options from limos to coaches and,budfoxhub,2013-08-20
118,ISTx Platform,Cabroncita,2013-08-20
119,Our ISTx Platform is – at its core,ErnieRee,2013-08-20
120,An uncompromising commitment to safety and security are,Cool_Trades,2013-08-20
121,$OMVS http://finance.yahoo.com/q?s=omvs&ql=1,budfoxhub,2013-08-20
122,Data has a pulse. If it stops moving,ErnieRee,2013-08-20
123,$OMVS By offering travel and transportation options at,budfoxhub,2013-08-20
124,Our ISTx Platform is – at its core,Cabroncita,2013-08-20
125,$OMVS http://finance.yahoo.com/q/h?s=OMVS+Headlines,budfoxhub,2013-08-20
126,<DELETED>,<DELETED>,2013-08-20
127,OMVS’ service model includes the management and logistics,ErnieRee,2013-08-20
128,$OMVS The plan is part of the company’s,budfoxhub,2013-08-20
129,OMVS offers personal pet transportation services that are,ErnieRee,2013-08-20
130,Good times over the horizon imo! We know,Cool_Trades,2013-08-20
131,$OMVS http://finance.yahoo.com/q/p?s=OMVS+Press+Releases,budfoxhub,2013-08-20
132,<DELETED>,<DELETED>,2013-08-20
133,ISTx is at the heart of the company’s,Cool_Trades,2013-08-20
134,$OMVS http://www.barchart.com/quotes/stocks/OMVS,budfoxhub,2013-08-20
135,"Hello all,  Integration with their platform can",Cool_Trades,2013-08-20
136,Data has a pulse. If it stops moving,Cabroncita,2013-08-20
137,"Been following this one for a little bit,",Cool_Trades,2013-08-20
138,The charter service industry is highly regulated by,ErnieRee,2013-08-20
139,It’s really all about passion. We love flying.,Cabroncita,2013-08-20
140,"Got this one on my screen right now,",Cool_Trades,2013-08-20
141,The acquisition of a charter company (avg. price,ErnieRee,2013-08-20
142,The game changer for OMVS will be utilizing,ErnieRee,2013-08-20
143,Will be interesting to see what this does,Cool_Trades,2013-08-20
144,We know we have the best tools and,Cabroncita,2013-08-20
145,<DELETED>,<DELETED>,2013-08-20
146,<DELETED>,<DELETED>,2013-08-20
147,"Revenue is recognized through broker fees, which are",ErnieRee,2013-08-20
148,Patrick Brown – CEO,Cabroncita,2013-08-20
149,The company will collaborate with leaders in the,Cool_Trades,2013-08-20
150,The company is currently exploring new online tools,budfoxhub,2013-08-20
151,How important is your cargo? When you have,ErnieRee,2013-08-20
152,"Revenue is recognized through broker fees, which are",Cool_Trades,2013-08-20
153,Guaranteed and ExpeditedEarly is the new “just-in-time”. ,ErnieRee,2013-08-20
154,"Sign up for the newsletter here, http://www.onthemovesystems.com/newsletter/",Cabroncita,2013-08-20
155,http://www.barchart.com/news/stocks/OMVS,budfoxhub,2013-08-20
156,"Found this when I was researching last night,",Cool_Trades,2013-08-20
157,"It won't be long until these markets open,",Cool_Trades,2013-08-20
158,"On the Move Systems, Inc. (OTCBB: OMVS) is",budfoxhub,2013-08-20
159,News http://www.onthemovesystems.com/news/,Cabroncita,2013-08-20
160,We know we have the best tools and,Cool_Trades,2013-08-20
161,ISTx™ Enterprise SolutionsIntegration with our platform can transform,ErnieRee,2013-08-20
162,http://stockcharts.com/h-sc/ui?s=omvs,budfoxhub,2013-08-20
163,After months of exploratory market research and development,Cool_Trades,2013-08-20
164,International OptionsYou are now connected to our premier,ErnieRee,2013-08-20
165,SEC Filings http://www.onthemovesystems.com/sec-filings/,Cabroncita,2013-08-20
166,<DELETED>,<DELETED>,2013-08-20
167,The company is working to market and develop,budfoxhub,2013-08-20
168,An uncompromising commitment to safety and security are,ErnieRee,2013-08-20
169,Patrick Brown's business portfolio includes leading-edge providers of,Cool_Trades,2013-08-20
170,Corporate Governance http://www.onthemovesystems.com/corporate-governance/,Cabroncita,2013-08-20
171,http://finance.yahoo.com/news/omvs-officially-relaunches-transportation-business,budfoxhub,2013-08-20
172,To learn more about On the Move Systems’,Cool_Trades,2013-08-20
173,Animal/Exotic TransportNeeding transportation for pet or rare species?,ErnieRee,2013-08-20
174,In case you haven't seen this yet: OMVS,Cool_Trades,2013-08-20
175,“Our mission is to connect travelers with the,budfoxhub,2013-08-20
176,Corporate Contact http://www.onthemovesystems.com/contact-us/,Cabroncita,2013-08-20
177,<DELETED>,<DELETED>,2013-08-20
178,http://finance.yahoo.com/news/omvs-adds-ground-options-luxury-090000405.html,budfoxhub,2013-08-20
179,The acquisition of a charter company (avg. price,Cool_Trades,2013-08-20
180,Quote http://www.otcmarkets.com/stock/OMVS/quote,Cabroncita,2013-08-20
181,"We specialize in giving anytime, anywhere access to",Cool_Trades,2013-08-20
182,At the heart of OMVS’s new integrated solutions,budfoxhub,2013-08-20
183,<DELETED>,<DELETED>,2013-08-20
184,OMVS on high alert this morning!,ErnieRee,2013-08-20
185,Charts http://www.otcmarkets.com/stock/OMVS/chart,Cabroncita,2013-08-20
186,"Been waiting far to long, lets go! I",Cool_Trades,2013-08-20
187,http://finance.yahoo.com/news/omvs-adds-logistics-consolidation-online-090000620,budfoxhub,2013-08-20
188,We can even help you with every logistical,Cool_Trades,2013-08-20
189,Contact Information ,Cabroncita,2013-08-20
190,After months of exploratory market research and development,budfoxhub,2013-08-20
191,<DELETED>,<DELETED>,2013-08-20
192,Huge twitter buzz!,budfoxhub,2013-08-20
193,<DELETED>,<DELETED>,2013-08-20
194,$OMVS Security Details,Cabroncita,2013-08-20
195,In case you haven't seen this yet: CEO,Cool_Trades,2013-08-20
196,OMVS will additionally utilize its booking platform to,Cool_Trades,2013-08-20
197,$OMVS Shareholders,Cabroncita,2013-08-20
198,Looking ripe and ready for a solid move,Cool_Trades,2013-08-20
199,Short Selling Data,Cabroncita,2013-08-20
200,OMVS Opens Talks with Potential Acquisition Targets in,QualityStocks,2013-08-20
201,Island Stock Transfer,Cabroncita,2013-08-20
202,"Hey Cab great to see you here, I'm",Cool_Trades,2013-08-20
203,OMVS Lines Up New Acquisition Targets in $300,Cool_Trades,2013-08-20
204,Financial Reporting/Disclosure,Cabroncita,2013-08-20
205,After formally announcing its revolutionary new business model,Cool_Trades,2013-08-20
206,Good morning Dev!  It certainly is!!,Cabroncita,2013-08-20
207,Profile Data,Cabroncita,2013-08-20
208,"200MA support held, 50 going to fall:",Cool_Trades,2013-08-20
209,OTC News link http://www.otcmarkets.com/stock/OMVS/news,Cabroncita,2013-08-20
210,GM ALL.......OMVS......Hammer,Hammer1,2013-08-20
211,Short Sales http://www.otcmarkets.com/stock/OMVS/filings,Cabroncita,2013-08-20
212,Morning hammer! Ready to see some green on,Cool_Trades,2013-08-20
213,OMG OMVS HAS HUGE NEWS OUT.......Hammer,Hammer1,2013-08-20
214,Good morning Hammer!  Barchart Quote http://www.barchart.com/quotes/stocks/OMVS,Cabroncita,2013-08-20
215,Technical Chart http://www.barchart.com/charts/stocks/OMVS&style=technical,Cabroncita,2013-08-20
216,GM CABY.......LOOKS LIKE WE HAVE A WINNER IN OMVS........Hammer,Hammer1,2013-08-20
217,OMVS NEWS STORY..........HUGE.......Hammer,Hammer1,2013-08-20
218,I think so Hammer!,Cabroncita,2013-08-20
219,"GM DEV, looking like a TON OF EYES",Hammer1,2013-08-20
220,Have you all seen the NEW OMVS WEBSITE?..........NICE,Hammer1,2013-08-20
221,OMVS WEBSITE LINK......Hammer,Hammer1,2013-08-20
222,Moving up the active boards!,budfoxhub,2013-08-20
223,Trader's Cheat Sheet http://www.barchart.com/cheatsheet.php?sym=OMVS,Cabroncita,2013-08-20
224,Looking GREAT ON SOCIAL MEDIA SITES AS WELL......TWEET,Hammer1,2013-08-20
225,Should see some nice momentum!,budfoxhub,2013-08-20
226,I like this about OMVS BUSINESS PLAN.........Hammer,Hammer1,2013-08-20
227,OMVS Technical Analysis: http://www.barchart.com/technicals/stocks/OMVS,NYC Trader,2013-08-20
228,OMVS Trader’s Cheat Sheet: http://www.barchart.com/cheatsheet.php?sym=OMVS,NYC Trader,2013-08-20
229,OMVS HAS A GREAT LOOKING CHART UP........Hammer,Hammer1,2013-08-20
230,OMVS Price/Resistance Levels:,NYC Trader,2013-08-20
231,OMVS CHART LINK.......SICK........Hammer,Hammer1,2013-08-20
232,OMVS Website: http://www.onthemovesystems.com/,NYC Trader,2013-08-20
233,OMVS provides the personal service you need and,NYC Trader,2013-08-20
234,Lines Up New Acquisition Targets in $300 Billion,budfoxhub,2013-08-20
235,OMVS is the first company of its kind,NYC Trader,2013-08-20
236,The charter service industry is highly regulated by,NYC Trader,2013-08-20
237,YES CHER its a SICK WEBSITE.  FILLED,Hammer1,2013-08-20
238,The acquisition of a charter company (avg. price,NYC Trader,2013-08-20
239,NICE CABY!  Barcharts is a huge TOOL,Hammer1,2013-08-20
240,How important is your cargo? When you have,NYC Trader,2013-08-20
241,Guaranteed and Expedited,NYC Trader,2013-08-20
242,ISTx™ Enterprise Solutions,NYC Trader,2013-08-20
243,Does anyone on board have ACCURATE SHARE STRUCURE,Hammer1,2013-08-20
244,Just EMAILED TA to get current SS numbers......Will Advise.......OMVS......Hamme,Hammer1,2013-08-20
245,International Options,NYC Trader,2013-08-20
246,An uncompromising commitment to safety and security are,NYC Trader,2013-08-20
247,OMVS’ service model includes the management and logistics,NYC Trader,2013-08-20
248,OMVS offers personal pet transportation services that are,NYC Trader,2013-08-20
249,This is a NICE TECHNICAL LOOK AT OMVS.........Hammer,Hammer1,2013-08-20
250,ISTx Platform,NYC Trader,2013-08-20
251,Our ISTx Platform is – at its core,NYC Trader,2013-08-20
252,Data has a pulse. If it stops moving,NYC Trader,2013-08-20
253,It’s really all about passion. We love flying.,NYC Trader,2013-08-20
254,Barchart Opinion http://www.barchart.com/opinions/stocks/OMVS,Cabroncita,2013-08-20
255,We know we have the best tools and,NYC Trader,2013-08-20
256,Nice social media buzz,budfoxhub,2013-08-20
257,News Headlines http://www.barchart.com/news/stocks/OMVS,Cabroncita,2013-08-20
258,Patrick Brown – CEO,NYC Trader,2013-08-20
259,"Sign up for the newsletter here, http://www.onthemovesystems.com/newsletter/",NYC Trader,2013-08-20
260,News http://www.onthemovesystems.com/news/,NYC Trader,2013-08-20
261,There sure is Bud!,Cabroncita,2013-08-20
262,OMVS looking solid today!,Wildcard,2013-08-20
263,NICE!  OMVS BOARD MARKS UP 12 FROM CLOSE.......Hammer,Hammer1,2013-08-20
264,OMVS NOW #4 on MOST actives..........Hammer,Hammer1,2013-08-20
265,ISTx Platform looks like excellent technology. OMVS,ErnieRee,2013-08-20
266,"Attention is rising here hammer, expecting a monster move!",Cool_Trades,2013-08-20
267,SEC Filings http://www.onthemovesystems.com/sec-filings/,NYC Trader,2013-08-20
268,News hitting the wires!,budfoxhub,2013-08-20
269,Filings http://www.barchart.com/plmodules/?module=secFilings&symbol=OMVS,Cabroncita,2013-08-20
270,Corporate Governance http://www.onthemovesystems.com/corporate-governance/,NYC Trader,2013-08-20
271,With NEWS OUT LIKE TODAY IT SURE IS..........OMVS......Hammer,Hammer1,2013-08-20
272,The company has already initiated talks with private,Cool_Trades,2013-08-20
273,Corporate Contact http://www.onthemovesystems.com/contact-us/,NYC Trader,2013-08-20
274,OMVS chart setup for explosion!,Wildcard,2013-08-20
275,RE-CAP OF STELLER OMVS NEWS......Hammer,Hammer1,2013-08-20
276,Great news out,budfoxhub,2013-08-20
277,Filings and Disclosures http://www.otcmarkets.com/stock/OMVS/filings,Cabroncita,2013-08-20
278,"ISTx Enterprise implementation reduces costly operations expenses, and",ErnieRee,2013-08-20
279,OMVS bizz plan is looking very doable!,Wildcard,2013-08-20
280,OMVS Contact Information,NYC Trader,2013-08-20
281,OMVS Security Details,NYC Trader,2013-08-20
282,<DELETED>,<DELETED>,2013-08-20
283,With today's news we could certainly see an,ErnieRee,2013-08-20
284,OMVS Shareholders,NYC Trader,2013-08-20
285,Huge ticker buzz this morning!,budfoxhub,2013-08-20
286,OMVS Lines Up New Acquisition Targets in $300,Hooka,2013-08-20
287,"Now #3 bud, solid uptrend in place, all",Cool_Trades,2013-08-20
288,TECHNOLOGY THAT OMVS POSSESSES IS KEY HERE ER........Hammer,Hammer1,2013-08-20
289,OMVS Technical Analysis:,Wildcard,2013-08-20
290,After formally announcing its revolutionary new business model,Hooka,2013-08-20
291,$OMVS daily chart,fast.money,2013-08-20
292,OMVS Trader’s Cheat Sheet:,Wildcard,2013-08-20
293,"$OMVS is moving along and above the 200SMA,",fast.money,2013-08-20
294,NICE OMVS CO. BIO.......Hammer,Hammer1,2013-08-20
295,OMVS Price/Resistance Levels:,Wildcard,2013-08-20
296,<DELETED>,<DELETED>,2013-08-20
297,The company has already initiated talks with private,Hooka,2013-08-20
298,OMVS Short Selling Data,NYC Trader,2013-08-20
299,OMVS Lines Up New Acquisition Targets in $300,ErnieRee,2013-08-20
300,OMVS Website:,Wildcard,2013-08-20
301,<DELETED>,<DELETED>,2013-08-20
302,“The online transportation segment has been forecast by,Hooka,2013-08-20
303,OMVS provides the personal service you need and,Wildcard,2013-08-20
304,OMVS is the first company of its kind,Wildcard,2013-08-20
305,"By offering easy, round-the-clock access to niche service",Hooka,2013-08-20
306,"On the Move Systems, Inc. (OTCBB: OMVS) is",ErnieRee,2013-08-20
307,OMVS Short Sales,Wildcard,2013-08-20
308,<DELETED>,<DELETED>,2013-08-20
309,OMVS OTC News link,Wildcard,2013-08-20
310,OMVS Island Stock Transfer,NYC Trader,2013-08-20
311,"On the Move Systems, Inc. (OTCBB: OMVS) is",Hooka,2013-08-20
312,3 on the active boards now!,budfoxhub,2013-08-20
313,"On watch for today, the board is heating",fast.money,2013-08-20
314,OMVS (ON THE MOVE SYS C) Short Selling,fast.money,2013-08-20
315,Historical Short Selling Data For OMVS,fast.money,2013-08-20
316,OMVSOMVS Financial Reporting/Disclosure,NYC Trader,2013-08-20
317,OMVS Officially Relaunches with New Transportation Business Model,Hooka,2013-08-20
318,$OMVS trades on the OTCQB Tier http://www.otcmarkets.com/content/doc/otcm/t,fast.money,2013-08-20
319,"Great detail Cab, restricted market = more $$$",Cool_Trades,2013-08-20
320,Such a nice low floater! Share Structure,fast.money,2013-08-20
321,After months of exploratory market research and development,Hooka,2013-08-20
322,OMVS operates on the OTC Marketplace OTCQB,NYC Trader,2013-08-20
323,On The Move Systems Corp. $OMVS Contact Info,fast.money,2013-08-20
324,Key Statistics:http://finance.yahoo.com/q/ks?s=OMVS+Key+StatisticsOMVS ,ErnieRee,2013-08-20
325,OMVS Profile Data,NYC Trader,2013-08-20
326,At the heart of OMVS’s new integrated solutions,Hooka,2013-08-20
327,<DELETED>,<DELETED>,2013-08-20
328,OMVS BUZZ CLOUD BUILDING FOR SURE........Hammer,Hammer1,2013-08-20
329,Profile Data,fast.money,2013-08-20
330,OMVS OTC News link http://www.otcmarkets.com/stock/OMVS/news,NYC Trader,2013-08-20
331,“Our mission is to connect travelers with the,Hooka,2013-08-20
332,L2 LOOKING LIKE OMVS GONNA OPEN AT .13 AREA..........NICE.......Hammer,Hammer1,2013-08-20
333,OMVS Short Sales http://www.otcmarkets.com/stock/OMVS/filings,NYC Trader,2013-08-20
334,OMVS Technical Chart http://www.barchart.com/charts/stocks/OMVS&style=technic,NYC Trader,2013-08-20
335,Historical Prices:http://finance.yahoo.com/q/hp?s=OMVS+Historical+PricesOMVS,ErnieRee,2013-08-20
336,OMVS BID LOOKING SOLID AT .10.......GREEN GO TIME.......Hammer,Hammer1,2013-08-20
337,News spreading fast,budfoxhub,2013-08-20
338,Headlines:http://finance.yahoo.com/q/h?s=OMVS+HeadlinesOMVS,ErnieRee,2013-08-20
339,Daily Candlesticks for OMVS,Hooka,2013-08-20
340,Weekly Candlesticks for OMVS,Hooka,2013-08-20
341,NICE CHART HOOKA......OMVS IN A UPTREND FOR SURE......Hammer,Hammer1,2013-08-20
342,OMVS Trending on Twitter,NYC Trader,2013-08-20
343,SEC Filings:http://finance.yahoo.com/q/sec?s=OMVS+SEC+FilingsOMVS,ErnieRee,2013-08-20
344,Detailed Quote for OMVS,Hooka,2013-08-20
345,OMVS BOARD MARKS KEEP ON CLIMBING HERE IN,Hammer1,2013-08-20
346,"Excellent chart, looks ready for movement. OMVS",ErnieRee,2013-08-20
347,OMVS is up to number 2 on the,NYC Trader,2013-08-20
348,Should see a nice move from these levels,budfoxhub,2013-08-20
349,AGREED ER........OMVS.......Hammer,Hammer1,2013-08-20
350,That is right Dev!,Cabroncita,2013-08-20
351,HAVE YOU ALL SEEN THE WEEKLY ON OMVS......SICK UPTREND......Hammer,Hammer1,2013-08-20
352,OMVS WEEKLY CHART.........HUGE......Hammer,Hammer1,2013-08-20
353,Barchart for OMVS,Hooka,2013-08-20
354,After formally announcing its revolutionary new business model,ErnieRee,2013-08-20
355,Barchart Quote for OMVS,Hooka,2013-08-20
356,OMVS looks like a dime is the new support,NYC Trader,2013-08-20
357,BARCHARTS LOVES OMVS........Hammer,Hammer1,2013-08-20
358,What do you think hammer? upper bolli sitting,Cool_Trades,2013-08-20
359,Analysis for $OMVS,Hooka,2013-08-20
360,NICE CO. CONTACT INFO..........OMVS......Hammer,Hammer1,2013-08-20
361,Traders Cheat Sheet for OMVS,Hooka,2013-08-20
362,Technical Analysis Summary for OMVS,Hooka,2013-08-20
363,NICE DD LINK HOOKA.........LOVE THE TRANSPARANCY......OMVS.....Hammer,Hammer1,2013-08-20
364,OMVS TRADES ABOUT 37K on VOL. DAILY.....IMHO WE,Hammer1,2013-08-20
365,BOLLIES PINCHING HERE DEV.......WE COULD GO PARRABOLIC.......OMVS......Hammer,Hammer1,2013-08-20
366,Trend Analysis for OMVS,Hooka,2013-08-20
367,"With OMVS as your logistics provider, you have",ErnieRee,2013-08-20
368,Moving Average Convergence Divergence (MACD) Analysis for OMVS,Hooka,2013-08-20
369,Chart setting up for a nice move here hammer,budfoxhub,2013-08-20
370,Looking forward to the opening bell Ernie.....anxious to,Cabroncita,2013-08-20
371,Relative Strength Index (RSI) Analysis for OMVS,Hooka,2013-08-20
372,OMVS a FULLY REPORTING CO.......Hammer,Hammer1,2013-08-20
373,Snapshot Opinion for OMVS,Hooka,2013-08-20
374,OMVS LAST 10Q FILING.........NICE......Hammer,Hammer1,2013-08-20
375,I'm anxious to see how PPS will react,ErnieRee,2013-08-20
376,Support growing for OMVS,ErnieRee,2013-08-20
377,OMVS WITH GREAT NEWS OUT TODAY......Hammer,Hammer1,2013-08-20
378,OMVS NEWS RE-CAP........Hammer,Hammer1,2013-08-20
379,Nice news out today. OMVS,NYC Trader,2013-08-20
380,OMVS is OTCQB....,Hooka,2013-08-20
381,OMVS Lines Up New Acquisition Targets in $300,NYC Trader,2013-08-20
382,This is awesome news here Hammer. OMSV,NYC Trader,2013-08-20
383,"Market Value1	$1,850,000	a/o Aug 19, 2013 for OMVS",Hooka,2013-08-20
384,"$300 Billion industry, this is huge for OMVS!",ErnieRee,2013-08-20
385,That looks good to me Hooka!,Cabroncita,2013-08-20
386,"Shares Outstanding	18,500,000	a/o Jul 15, 2013 for OMVS",Hooka,2013-08-20
387,After formally announcing its revolutionary new business model,NYC Trader,2013-08-20
388,I am as well Ernie!,Cabroncita,2013-08-20
389,"Authorized Shares	100,000,000	a/o Nov 30, 2010 for OMVS",Hooka,2013-08-20
390,Short Interest for OMVS,Hooka,2013-08-20
391,IMHO THE MARKET IS GONNA TAKE NOTE OF,Hammer1,2013-08-20
392,OMVS THIN HERE TO .20 AREA.......Hammer,Hammer1,2013-08-20
393,website for OMVS,Hooka,2013-08-20
