post_number,subject,username,date
180,"BOOM BOOM BOOM .....nice day today, nice volume",CluelessStockJunkie,2009-10-13
181,Agree.  Can't wait to see what tomorrow holds!,simple stock man,2009-10-13
182,Nothing huge but more UPSIDE movement.............no downside pressure,CluelessStockJunkie,2009-10-14
183,NEWS NEWS ........good grief 7% is HUGE in,CluelessStockJunkie,2009-10-14
184,Keep it going!  Glad to see it,simple stock man,2009-10-14
185,They must know what they are doing if,simple stock man,2009-10-14
186,I agree. And looking for the big boys,CluelessStockJunkie,2009-10-14
187,New PR out!,AGreenEyedDevil,2009-10-15
188,would be nice!,simple stock man,2009-10-15
189,someone hit the bid today,IPO$,2009-10-15
190,Great news.  Sounds like DCRD is on,simple stock man,2009-10-15
191,Someone holding bags perhaps.....,nkdroth,2009-10-15
192,"Agreed, time will tell.",CluelessStockJunkie,2009-10-15
193,Some movement again today.,CluelessStockJunkie,2009-10-16
194,yep...   needs more vol nk:),nkdroth,2009-10-16
195,I agree.............in time though. Word is just getting out.,CluelessStockJunkie,2009-10-16
196,Boom boom boom up again ............,CluelessStockJunkie,2009-10-19
197,Good job !!!!!!!   Greetings !! and,stevenck,2009-10-19
198,tight spread today!,IPO$,2009-10-23
199,It is very tight....more importantly NO sellers !,CluelessStockJunkie,2009-10-23
200,needs news...,IPO$,2009-10-26
201,I agree.,simple stock man,2009-10-26
202,Quality is always better than quantity  !!!!,CluelessStockJunkie,2009-10-26
203,DCRD-buying coming in to stock,IPO$,2009-11-03
204,Geez I hope so It's been like watching,nkdroth,2009-11-03
205,Patience young man..........all in time.,CluelessStockJunkie,2009-11-03
206,So you're thinking it's got more to go??,nkdroth,2009-11-04
207,Hell yeah.............I am looking for $4.00+ before I,CluelessStockJunkie,2009-11-04
208,that's the magic # if u know what,IPO$,2009-11-04
209,DCRD spread is only a nickel now,IPO$,2009-11-04
210,"Saw that, tight is good. And once the",CluelessStockJunkie,2009-11-04
211,DCRD comp: http://www.euronext.com/trader/summarizedmarket/stocks-2593-EN-NL0000,IPO$,2009-11-23
212,$97 million mkt cap...http://www.euronext.com/trader/summarizedmarket/stocks-259,IPO$,2009-11-23
213,$1 Billion market cap...comp...http://www.euronext.com/trader/summarizedmarket/s,IPO$,2009-11-23
214,CHINA FOREST trades on HK Hand Seng exchange,IPO$,2009-11-23
215,$137 million...http://www.euronext.com/trader/summarizedmarket/stocks-2593-EN-HK,IPO$,2009-11-23
216,GREAT GREAT point IPO$,CluelessStockJunkie,2009-11-23
217,That's nice ... Needs to go up nk:),nkdroth,2009-11-23
218,sleeping giant awaiting its gigantic wake up call,IPO$,2009-12-04
219,$3.00 appears to be good ST price target...IMO,IPO$,2009-12-04
220,I've seen the price drop and the buying lately...,nkdroth,2009-12-04
221,Yeah I think it will do very well,CluelessStockJunkie,2009-12-05
222,What is the story? What are we waiting,nkdroth,2009-12-06
223,8-K out! $2.43 million fund raise,IPO$,2009-12-07
224,Bump this for the good news ! ! !,CluelessStockJunkie,2009-12-08
225,<DELETED>,<DELETED>,2009-12-08
226,Some DCRD facts:,CluelessStockJunkie,2009-12-08
227,Some nice consistent buying. With the news I,CluelessStockJunkie,2009-12-11
228,"1,500 shares took it to 2.50...what would 15,000",IPO$,2009-12-11
229,light volume,IPO$,2009-12-14
230,$3.00 appears to be good ST price target...IMO,IPO$,2009-12-14
231,Decor Products International raises $2.3 million dollars in,IPO$,2009-12-15
232,I would say that when people really figure,CluelessStockJunkie,2009-12-15
233,http://finance.yahoo.com/news/Decor-Products-International-iw-3819128332.html?x=,IPO$,2009-12-15
234,http://chinastockswiki.com/wiki/ChiNext,IPO$,2009-12-21
235,Is this ever going to happen?  Hopefully,johnny walker,2010-02-02
236,"It will, this is completely different.",CluelessStockJunkie,2010-02-02
237,<DELETED>,<DELETED>,2010-02-02
238,DCRD news out,IPO$,2010-02-02
239,Pointless without volume,Show-me-the-money,2010-02-02
240,"Very valid. Give it time for that, I",CluelessStockJunkie,2010-02-02
241,Well then what is your time frame?,Show-me-the-money,2010-02-03
242,"Anyone, any thoughts on the reverse stock split?",Prcnthak,2010-04-09
243,It should push the price up to attract,Show-me-the-money,2010-04-14
244,"3/1 r\s coming, just got the package in",CluelessStockJunkie,2010-05-05
245,What package?  I hope they can keep,Show-me-the-money,2010-05-05
246,I got a package form my broker on,CluelessStockJunkie,2010-05-05
247,Anybody still here?,Prcnthak,2010-11-11
248,Sure and it seems to be getting some life.,CluelessStockJunkie,2010-11-11
249,"""The addition of our advanced ink processing production line...",CHA$E,2011-02-25
250,FYI...DCRD Added to OTCBB:,DDhawk,2011-03-02
251,Great News!,Prcnthak,2011-03-03
252,Maybe not.,Prcnthak,2011-03-09
253,glad i only bought 10k shares at .002 lolz,MNYC,2011-06-17
254,some volume today,IPO$,2011-09-26
255,you got in that cheap? How?,IPO$,2011-11-25
256,I'm guessing $2 after christmas,IPO$,2011-11-25
257,"$14,000,000 A/R looks high for $15,000 in 9",IPO$,2011-11-25
258,"$15,000,000 sales - 9 months",IPO$,2011-11-25
259,What happened here? Is this a different company,MNYC,2011-11-25
260,$.31 net income per share 9 months 9-30-2011,IPO$,2011-11-25
261,The SEC filings show Decor as operating with,IPO$,2011-11-25
262,     Three months ended,IPO$,2011-11-25
263,Really? This here shows it was just recently,MNYC,2011-11-25
264,"perhaps the company was late on its filings,",IPO$,2011-11-25
265,stock trading at one times earnings....cheap,IPO$,2011-11-28
266,Heard they hired a new NASDAQ company to,IPO$,2011-11-29
267,severely underpriced based on audited earnings,IPO$,2011-12-07
268,Very interesting........,CluelessStockJunkie,2011-12-08
269,"large sales, EBITDA...2.00 PPS???????",IPO$,2011-12-09
270,Dreams are good,CluelessStockJunkie,2011-12-09
271,lol,IPO$,2011-12-09
272,http://www.sec.gov/Archives/edgar/data/1435717/000144878812000219/dcrd10-q.htm,IPO$,2012-08-20
273,"DCRD 10-Q out!!! $1,000,000 comp income for qtr",IPO$,2012-08-20
274,come back to papa....,IPO$,2013-11-20
275,http://www.sec.gov/Archives/edgar/data/1435717/000126493114000098/decor8k.htm,IPO$,2014-04-18
276,http://www.sec.gov/Archives/edgar/data/1435717/000126493114000100/decorform15.ht,IPO$,2014-04-18
277,Non reporting now.,IPO$,2014-04-18
278,"DCRD: effective May 6, 2014 Decor Products International",Renee,2014-05-05
279,"Effective May 6, 2014 Decor Products International Inc.",IPO$,2014-05-05
280,"ViaDerma, Inc. (DCRDD) ",IPO$,2014-05-20
281,DCRDD changed to VDRM:,Renee,2014-06-03
282,"ViaDerma, Inc. Announces Strategic Partnership With The Brewer Group",IPO$,2014-08-05
283,"I just found this , I see they",stockseekerok,2014-08-08
284,VDRM Security Details,stockseekerok,2014-08-08
285,"ViaDerma, Inc. is a biotechnology licensing company committed",stockseekerok,2014-08-08
286,VDRM website  http://www.viadermalicensing.com/,stockseekerok,2014-08-08
287,"Viaderma, Inc. (PC) (VDRM) ",IPO$,2014-08-11
288,"ViaDerma, Inc. Announces Strategic Partnership With The Brewer Group",IPO$,2014-08-11
289,<DELETED>,<DELETED>,2014-08-11
290,up 100% today!!!,IPO$,2014-08-25
291,"Viaderma, Inc. (PC) (VDRM) ",IPO$,2014-08-27
292,Up 73.68% today!!!,IPO$,2014-08-27
293,.20 offer jumped from .10,IPO$,2014-09-05
294,"Viaderma, Inc. (PC) (VDRM) ",IPO$,2014-09-19
295,VDRM does it want to get back to .20?,protagonist12,2014-10-10
296,[SMART MONEY] buying VDRM low floater here ,[SMART MONEY] ,2014-10-24
297,VDRM= VROOOM----------VROOOOOM,[SMART MONEY] ,2014-10-24
298,VDRM starting to kick nicely :),stockseekerok,2014-10-24
299,What is the float? > 69M OS,crudeoil24,2014-10-24
300,heard float is 10M= http://www.otcmarkets.com/stock/VDRM/profile,[SMART MONEY] ,2014-10-24
301,"Good luck, hope you get liquidity. Hasn't been",crudeoil24,2014-10-24
302,Sweet buying into VDRM today!!!,IPO$,2014-10-24
303,VDRM has products in development in the following,IPO$,2014-10-24
304,4 stages of FDA approval on a mix,IPO$,2014-10-24
305,"Viaderma, Inc. (PL) (VDRM) ",IPO$,2014-10-24
306,higher high today...strong close on tight spread!!!!!!,IPO$,2014-10-24
307,10 mil give or take,valleybenedetto,2014-10-24
308,VDRM interesting nice low float looks ready to,Strukture,2014-10-28
309,Board mark. VDRM,baja863,2014-10-29
310,Careful with this stock it's being promoted by,scraptrader,2014-10-29
311,Those are the best ones thanks,baja863,2014-10-29
312,Just to be clear I don't think the,scraptrader,2014-10-29
313,VDRM gonna go Boom!,Strukture,2014-10-29
314,VDRM NEWS and a 10Mill Float buckle UP!,Strukture,2014-10-29
315,Looks like its about to wake up my friend,Strukture,2014-10-29
316,With news like today Id say it def,Strukture,2014-10-29
317,The start of something good!,IPO$,2014-10-29
318,VDRM big things brewing for 2015!  Nice,Strukture,2014-10-29
319,Def and have you seen the chart! ,Strukture,2014-10-29
320,Hey SmartMoney good buddy VDRM about to awaken!,Strukture,2014-10-29
321,VDRM business description,Strukture,2014-10-29
322,Bullish chart,IPO$,2014-10-29
323,VDRM SHARE STRUCTURE WOW! 10Mill Float,Strukture,2014-10-29
324,VDRM Closed at resistance next is .2!! that's crazy!!,Strukture,2014-10-29
325,Everything looks great.  I cant wait to,baja863,2014-10-29
326,VDRM based on the chart alone closed at,Strukture,2014-10-29
327,SPORTYNORTY is in VDRM.,SPORTYNORTY,2014-10-29
328,There goes the neighborhood!  j/k  glad,baja863,2014-10-29
329,Volume has picked up too.,IPO$,2014-10-29
330,VDRM VOL is usually a sign of things,Strukture,2014-10-29
331,Sporty great to see you here!  VDRM,Strukture,2014-10-29
332,Sporty the second most followed member on iHub,Strukture,2014-10-29
333,VDRM Nice!!!!,baja863,2014-10-29
334,my my my...looks like something's about to POP! lol,dee$,2014-10-29
335,"$VDRM looks great I'm in, news after hours~!",RoadRunner3,2014-10-29
336,Did you see the news very nice,Strukture,2014-10-29
337,Looks like 2015 it's going to be their year,Strukture,2014-10-29
338,i certainly did. wouldn't be surprised to see,dee$,2014-10-29
339,This afternoon's news tells me something is in,Strukture,2014-10-29
340,couldn't agree more :),dee$,2014-10-29
341,10 Million float! VDRM :),Strukture,2014-10-29
342,Agree,IPO$,2014-10-29
343,"Darn, was sitting on 81 all day and",Exitech,2014-10-30
344,SOOOO SMALL. LOCKKKK THAT MOFO LOL,dee$,2014-10-30
345,LOL hope ya don't get left behind :),dee$,2014-10-30
346,News !!,Strukture,2014-10-30
347,VDRM Chart,Strukture,2014-10-30
348,Looking sweet!! Adding here.,L8TR,2014-10-30
349,VDRM diamond in the rough right here.,baja863,2014-10-30
350,Poised to pop,IPO$,2014-10-30
351,But no volume,IPO$,2014-10-30
352,VDRM Tic Toc watch this stock---->> ,Strukture,2014-10-30
353,Vol will come. No sellers either - the,Strukture,2014-10-30
354,Tomorrow ?,IPO$,2014-10-30
355,I cant see the future but this Chart,Strukture,2014-10-30
356,VDRM going.,RoadRunner3,2014-10-30
357,$VDRM @ .11!,Estrella,2014-10-30
358,Nice VDRM just got noticed low float solid Chart!,Strukture,2014-10-30
359,VDRM hearing big things coming. Get in before,RoadRunner3,2014-10-30
360,lol rrrright,Wisco Wolf,2014-10-30
361,VDRM I love me a low floater 10Mll!!,Strukture,2014-10-30
362,Estrella in da house!!,Strukture,2014-10-30
363,Guess you will just have to wait n,RoadRunner3,2014-10-30
364,$VDRM @ .1325!,Estrella,2014-10-30
365,"Guess so buddy, guess so. Keep on with",Wisco Wolf,2014-10-30
366,Fair enough mark this post n come back,RoadRunner3,2014-10-30
367,So big news is tomorrow you're saying?,Wisco Wolf,2014-10-30
368,VDRM Buying this Chart!  ,Strukture,2014-10-30
369,Grabbed shares here earlier in the week. Think,PRONEW,2014-10-30
370,Pronew great to se ya .. all the,Strukture,2014-10-30
371,VDRM one sexy chart right there!,RoadRunner3,2014-10-30
372,Still holding,PRONEW,2014-10-30
373,grabbed a few here..,MoneyWorksForMe,2014-10-30
374,Todays Volume would suggest a move!,Strukture,2014-10-30
375,Welcome aboard,PRONEW,2014-10-30
376,I agree,PRONEW,2014-10-30
377,VDRM 5 Trading days above the 50dma all,Strukture,2014-10-30
378,VDRM VDRM chart is primed ,Strukture,2014-10-30
379,ty pronew,MoneyWorksForMe,2014-10-30
380,"yep, maybe we'll get a few Fries w/",MoneyWorksForMe,2014-10-30
381,I want beef with them fries and shake,Strukture,2014-10-30
382,yeah yes,MoneyWorksForMe,2014-10-30
383,<DELETED>,<DELETED>,2014-10-30
384,BOOM .20's here we come!!! $VDRM,PRONEW,2014-10-30
385,<DELETED>,<DELETED>,2014-10-30
386,<DELETED>,<DELETED>,2014-10-30
387,Just not too much salt...I like it rare....like,willmakeitrain,2014-10-30
388,Slap while you can .15 cross tomorrow I've,PennyBucks,2014-10-30
389,"Hi folks, been watching/DD'ng this ticker for a",Mad Money Monkey,2014-10-31
390,so much new action here. gotta love it. $VDRM,dee$,2014-10-31
391,Will!! omg awesome to see you here my,Strukture,2014-10-31
392,VDRM Vol yesterday was largest its ever been,Strukture,2014-10-31
393,That's a great sign. Looking for an excellent,PRONEW,2014-10-31
394,VDRM Vol Before price one of the laws,Strukture,2014-10-31
395,i'm betting it's about to get real fun,dee$,2014-10-31
396,Weeeeee,PRONEW,2014-10-31
397,Well VDRM is #4 on the BreakOut Boards,Strukture,2014-10-31
398,.20 break send this thing sky high. No,PRONEW,2014-10-31
399,Up pre market :-),PRONEW,2014-10-31
400,Sad sad ticker,Wisco Wolf,2014-10-31
401,Agreed take a nice chart promo it and,Strukture,2014-10-31
402,"Thanks for the tip Struk, I'm in with",Mad Money Monkey,2014-10-31
403,Sorry for late reply. I'm using fidelity margin account.,TracFoneDaddy,2014-11-06
404,<DELETED>,<DELETED>,2014-11-06
405,vdrm 06 hits coming in,RACKnRICKY,2014-11-07
406,On high alert!,budfoxhub,2014-11-21
407,News on watch! http://www.otcmarkets.com/stock/VDRM/news,budfoxhub,2014-11-21
408,"Good morning Bud, yes $VDRM is on high",Cabroncita,2014-11-21
409,Complete Company Information http://www.otcmarkets.com/stock/VDRM/profile,Cabroncita,2014-11-21
410,"Same here, watching close Cab!",budfoxhub,2014-11-21
411,Daily Candlesticks for $VDRM,Hooka,2014-11-21
412,"ViaDerma, Inc. is a pharmaceutical company committed to",Cabroncita,2014-11-21
413,$VDRM charts,NYC Trader,2014-11-21
414,$VDRM on alert for today!,Hooka,2014-11-21
415,Weekly Candlesticks for $VDRM .0329 ,Hooka,2014-11-21
416,Daily chart:,budfoxhub,2014-11-21
417,Recent news can be found here: http://www.otcmarkets.com/stock/VDRM/news,Cabroncita,2014-11-21
418,Low floater here!,budfoxhub,2014-11-21
419,This could be interesting with a low float VDRM,NYC Trader,2014-11-21
420,"No doubt NYC, super thin here, this can",budfoxhub,2014-11-21
421,$VDRM ready for a run imo...,Hooka,2014-11-21
422,keeping a close eye on VDRM today!!!,Mick Dodge,2014-11-21
423,"$VDRM ViaDerma, Inc. Appoints Dr. Andrew Berman as",Mick Dodge,2014-11-21
424,That is what I am thinking Hooka!,Cabroncita,2014-11-21
425,VDRM check out the weekly chart,NYC Trader,2014-11-21
426,Thanks for the chart NYC! Stock Technical Analysis,Cabroncita,2014-11-21
427,VDRM Security Details ,Mick Dodge,2014-11-21
428,.038 ready for the bell,budfoxhub,2014-11-21
429,Trader's Cheat Sheet http://www.barchart.com/cheatsheet.php?sym=VDRM,Cabroncita,2014-11-21
430,Nice Share Structure:,budfoxhub,2014-11-21
431,$VDRM one MM left at .035,Hooka,2014-11-21
432,Detailed Quote for $VDRM,Hooka,2014-11-21
433,Looks like VDRM is going to break resistances,NYC Trader,2014-11-21
434,Looks thin here on VDRM,NYC Trader,2014-11-21
435,Yes it does NYC!  ,Cabroncita,2014-11-21
436,10 mil float is looking real easy VDRM,NYC Trader,2014-11-21
437,Traders Cheat Sheet for $VDRM,Hooka,2014-11-21
438,It looks like VDRM has legs now,NYC Trader,2014-11-21
439,That is a decent site for technicals a,NYC Trader,2014-11-21
440,TetraStem has shown success in laboratory trials and,Cabroncita,2014-11-21
441,Big volume start today!,budfoxhub,2014-11-21
442,I think it is just the beginning here,NYC Trader,2014-11-21
443,Over 400k in volume now!,budfoxhub,2014-11-21
444,Very nice volume coming in Bud and green,Cabroncita,2014-11-21
445,Resistance at 35 ready to break VDRM,NYC Trader,2014-11-21
446,Bulls in charge!,budfoxhub,2014-11-21
447,Bid stacking for $VDRM .0330 x .0335,Hooka,2014-11-21
448,Great volume so far today for VDRM!!!,Mick Dodge,2014-11-21
449,Nice bids stacking up,budfoxhub,2014-11-21
450,$VDRM getting a lot of tweets!!!!,Mick Dodge,2014-11-21
451,$VDRM TetraStem has shown success in laboratory trials,Mick Dodge,2014-11-21
452,Looking for a Bounce Trade!,techtrader01,2014-11-21
453,$VDRM Great DD can be found here: http://www.ddnotesmaker.com/index.php?t,Mick Dodge,2014-11-21
454,Ready to bounce!,budfoxhub,2014-11-21
