,Date,Open,High,Low,Close,Volume
64,12/31/2009,600.0,680.0,600.0,610.0,40.0
65,01/06/2010,560.0,560.0,560.0,560.0,5.0
66,01/08/2010,570.0,570.0,550.0,550.0,30.0
67,01/11/2010,585.0,630.0,581.0,590.0,178.0
68,01/15/2010,680.0,680.0,600.0,630.0,41.0
69,01/22/2010,600.0,600.0,600.0,600.0,10.0
70,01/27/2010,620.0,620.0,570.0,580.0,39.0
71,01/29/2010,570.0,570.0,570.0,570.0,18.0
72,02/05/2010,580.0,580.0,570.0,570.0,9.0
73,02/08/2010,570.0,600.0,570.0,600.0,9.0
74,02/19/2010,600.0,680.0,599.3,680.0,406.0
75,02/22/2010,610.0,680.0,595.0,595.0,339.0
76,02/23/2010,680.0,680.0,670.0,670.0,12.0
77,03/01/2010,670.0,670.0,670.0,670.0,1.0
78,03/03/2010,610.0,680.0,610.0,680.0,122.0
79,03/05/2010,611.5,611.5,570.0,575.0,45.0
80,03/08/2010,570.0,610.0,570.0,610.0,8.0
81,03/09/2010,680.0,680.0,600.0,600.0,3.0
82,03/10/2010,600.0,600.0,600.0,600.0,5.0
83,03/11/2010,670.0,670.0,670.0,670.0,2.0
84,03/16/2010,650.0,680.0,650.0,680.0,14.0
85,03/17/2010,750.0,800.0,750.0,800.0,4.0
86,03/18/2010,800.0,810.0,800.0,800.0,6.0
87,03/19/2010,850.0,850.0,850.0,850.0,7.0
88,03/25/2010,800.0,800.0,680.0,800.0,7.0
89,03/31/2010,710.0,900.0,710.0,900.0,2.0
90,04/01/2010,900.0,900.0,900.0,900.0,0.0
91,04/06/2010,900.0,1000.0,890.0,900.0,165.0
92,04/07/2010,920.0,930.0,860.0,900.0,429.0
93,04/08/2010,930.0,935.0,880.0,930.0,520.0
94,04/09/2010,950.0,955.0,870.0,940.0,515.0
95,04/12/2010,950.0,1000.0,900.0,990.0,298.0
96,04/13/2010,1040.0,1070.0,980.0,1020.0,404.0
97,04/14/2010,1070.0,1140.0,1060.0,1130.0,1410.0
98,04/15/2010,1160.0,1170.0,1010.0,1070.0,892.0
99,04/16/2010,1130.0,1150.0,1090.0,1120.0,534.0
100,04/19/2010,1140.0,1140.0,850.0,1020.0,388.0
101,04/20/2010,1040.0,1040.0,980.0,1000.0,311.0
102,04/21/2010,1010.0,1040.0,980.0,1030.0,379.0
103,04/22/2010,1040.0,1060.0,1020.0,1030.0,308.0
104,04/23/2010,1050.0,1060.0,1040.0,1060.0,792.0
105,04/26/2010,1080.0,1080.0,1050.0,1050.0,582.0
106,04/27/2010,1050.0,1100.0,1030.0,1090.0,238.0
107,04/28/2010,1090.0,1100.0,1050.0,1050.0,176.0
108,04/29/2010,1060.0,1070.0,1020.0,1020.0,326.0
109,04/30/2010,1020.0,1070.0,1000.0,1060.0,268.0
110,05/03/2010,1150.0,1150.0,1100.0,1140.0,528.0
111,05/04/2010,1150.0,1150.0,860.0,1130.0,470.0
112,05/05/2010,1080.0,1130.0,1030.0,1130.0,233.0
113,05/06/2010,1100.0,1130.0,1050.0,1060.0,181.0
114,05/07/2010,1050.0,1100.0,1000.0,1100.0,244.0
115,05/10/2010,1140.0,1140.0,1015.0,1040.0,184.0
116,05/11/2010,1030.0,1030.0,920.0,950.0,339.0
117,05/12/2010,930.0,990.0,800.0,870.0,220.0
118,05/13/2010,870.0,900.0,850.0,900.0,319.0
119,05/14/2010,940.0,940.0,900.0,920.0,526.0
120,05/17/2010,950.0,980.0,930.0,960.0,611.0
121,05/18/2010,960.0,970.0,890.0,900.0,246.0
122,05/19/2010,910.0,920.0,720.0,800.0,167.0
123,05/20/2010,800.0,800.0,650.0,660.0,180.0
124,05/21/2010,560.0,850.0,560.0,840.0,115.0
125,05/24/2010,850.0,850.0,780.0,780.0,117.0
126,05/25/2010,800.0,800.0,700.0,720.0,93.0
127,05/26/2010,750.0,760.0,720.0,750.0,74.0
128,05/27/2010,850.0,850.0,740.0,750.0,105.0
129,05/28/2010,730.0,760.0,720.0,750.0,18.0
130,06/01/2010,750.0,820.0,750.0,800.0,65.0
131,06/02/2010,850.0,990.0,800.0,940.0,151.0
132,06/03/2010,910.0,970.0,850.0,880.0,67.0
133,06/04/2010,900.0,900.0,800.0,850.0,25.0
134,06/07/2010,800.0,900.0,750.0,790.0,31.0
135,06/08/2010,800.0,800.0,720.0,800.0,22.0
136,06/09/2010,800.0,800.0,800.0,800.0,2.0
137,06/10/2010,740.0,800.0,720.0,720.0,26.0
138,06/11/2010,720.0,750.0,720.0,720.0,13.0
139,06/14/2010,610.0,774.3,610.0,730.0,12.0
140,06/15/2010,730.0,760.0,560.0,560.0,61.0
141,06/16/2010,550.0,640.0,550.0,620.0,121.0
142,06/17/2010,570.0,640.0,560.0,620.0,29.0
143,06/18/2010,550.0,560.0,430.0,550.0,65.0
144,06/21/2010,430.0,550.0,430.0,450.0,55.0
145,06/22/2010,530.0,530.0,350.0,420.0,68.0
146,06/23/2010,420.0,440.0,350.0,400.0,70.0
147,06/24/2010,400.0,430.0,350.0,400.0,54.0
148,06/25/2010,350.0,400.0,350.0,370.0,46.0
149,06/28/2010,340.0,420.0,340.0,370.0,19.0
150,06/29/2010,360.0,360.0,341.0,345.0,90.0
151,06/30/2010,350.0,420.0,341.0,351.0,62.0
152,07/01/2010,351.0,400.0,351.0,370.0,33.0
153,07/02/2010,350.0,400.0,350.0,400.0,18.0
154,07/06/2010,400.0,400.0,353.0,353.0,18.0
155,07/07/2010,399.0,399.0,353.0,370.0,36.0
156,07/08/2010,370.0,395.0,370.0,395.0,15.0
157,07/09/2010,395.0,395.0,350.0,390.0,73.0
158,07/12/2010,380.0,390.0,380.0,380.0,33.0
159,07/13/2010,340.0,350.0,310.0,310.0,53.0
160,07/14/2010,310.0,380.0,250.0,260.0,14.0
161,07/15/2010,250.0,355.0,250.0,350.0,14.0
162,07/16/2010,350.0,350.0,270.0,270.0,19.0
163,07/19/2010,270.0,270.0,270.0,270.0,2.0
164,07/20/2010,330.0,330.0,270.0,330.0,16.0
165,07/21/2010,320.0,320.0,300.0,300.1,11.0
166,07/22/2010,290.0,300.0,270.0,300.0,21.0
167,07/23/2010,270.0,300.0,270.0,300.0,14.0
168,07/26/2010,290.0,330.0,290.0,330.0,19.0
169,07/27/2010,330.0,390.0,330.0,350.0,10.0
170,07/28/2010,330.0,360.0,280.0,300.0,16.0
171,07/29/2010,300.0,310.1,300.0,310.0,12.0
172,07/30/2010,360.0,360.0,315.0,315.0,13.0
173,08/02/2010,290.0,300.0,290.0,290.0,14.0
174,08/03/2010,295.0,300.0,295.0,300.0,3.0
175,08/04/2010,300.0,380.0,300.0,310.0,11.0
176,08/05/2010,300.0,370.0,300.0,370.0,13.0
177,08/06/2010,370.0,370.0,370.0,370.0,8.0
178,08/09/2010,370.0,370.0,315.0,360.0,2.0
179,08/10/2010,320.0,320.1,320.0,320.0,8.0
180,08/11/2010,320.0,370.0,300.0,300.0,10.0
181,08/12/2010,300.0,305.0,300.0,305.0,6.0
182,08/13/2010,300.0,370.0,300.0,370.0,1.0
183,08/16/2010,350.0,370.0,310.0,310.0,21.0
184,08/17/2010,310.0,350.0,310.0,350.0,3.0
185,08/18/2010,340.0,340.0,301.0,301.0,27.0
186,08/19/2010,300.0,350.0,270.0,350.0,49.0
187,08/20/2010,280.0,350.0,280.0,350.0,101.0
188,08/23/2010,281.0,320.0,281.0,320.0,22.0
189,08/24/2010,280.0,280.0,280.0,280.0,15.0
190,08/25/2010,280.0,320.0,280.0,320.0,2.0
191,08/26/2010,320.0,320.0,280.0,280.0,4.0
192,08/27/2010,280.0,320.0,280.0,280.0,9.0
193,08/30/2010,280.0,280.0,280.0,280.0,1.0
194,08/31/2010,280.0,320.0,280.0,320.0,1.0
195,09/01/2010,320.0,320.0,270.0,320.0,11.0
196,09/02/2010,280.0,300.0,267.5,300.0,18.0
197,09/03/2010,290.0,290.0,290.0,290.0,3.0
198,09/07/2010,252.0,300.0,250.0,300.0,6.0
199,09/08/2010,252.0,252.0,250.0,250.0,1.0
200,09/09/2010,250.0,280.0,220.0,280.0,29.0
201,09/10/2010,280.0,280.0,235.0,235.0,0.0
202,09/13/2010,235.0,300.0,235.0,300.0,12.0
203,09/14/2010,235.0,300.0,220.0,240.0,37.0
204,09/15/2010,279.0,279.0,245.0,245.0,16.0
205,09/16/2010,245.0,275.0,245.0,250.0,4.0
206,09/17/2010,250.0,250.0,250.0,250.0,5.0
207,09/20/2010,245.0,265.0,245.0,265.0,31.0
208,09/21/2010,235.0,240.0,235.0,240.0,27.0
209,09/22/2010,270.0,300.0,240.0,240.0,42.0
210,09/23/2010,240.0,240.0,240.0,240.0,7.0
211,09/24/2010,240.0,260.0,240.0,240.0,25.0
212,09/27/2010,250.0,250.0,240.0,240.0,12.0
213,09/28/2010,240.0,270.0,220.0,265.0,123.0
214,09/29/2010,265.0,265.0,230.0,260.0,26.0
215,09/30/2010,230.0,230.0,230.0,230.0,2.0
216,10/01/2010,230.0,250.0,230.0,250.0,82.0
217,10/04/2010,260.0,260.0,230.0,230.0,5.0
218,10/05/2010,230.0,230.0,225.0,230.0,78.0
219,10/06/2010,225.0,230.0,225.0,225.0,27.0
220,10/07/2010,235.0,260.0,235.0,260.0,1.0
221,10/08/2010,235.0,260.0,225.0,250.0,117.0
222,10/11/2010,250.0,250.0,215.0,220.0,37.0
223,10/12/2010,220.0,220.0,220.0,220.0,13.0
224,10/13/2010,220.0,240.0,220.0,240.0,11.0
225,10/14/2010,230.0,235.0,210.0,210.0,135.0
226,10/15/2010,240.0,240.0,210.0,220.0,18.0
227,10/18/2010,220.0,230.0,190.0,230.0,16.0
228,10/19/2010,190.0,230.0,190.0,230.0,5.0
229,10/20/2010,190.0,200.0,170.0,190.0,55.0
230,10/21/2010,160.0,200.0,120.0,140.0,53.0
231,10/22/2010,110.0,180.0,110.0,180.0,10.0
232,10/25/2010,180.0,180.0,110.0,110.0,2.0
233,10/26/2010,110.0,180.0,110.0,180.0,32.0
234,10/27/2010,180.0,180.0,155.0,155.0,2.0
235,10/28/2010,155.0,180.0,155.0,180.0,27.0
236,10/29/2010,155.0,170.0,155.0,155.0,19.0
237,11/01/2010,160.0,180.0,160.0,160.0,13.0
238,11/02/2010,160.0,179.9,160.0,179.9,9.0
239,11/03/2010,130.0,179.9,130.0,179.9,3.0
240,11/04/2010,130.0,179.9,130.0,179.9,12.0
241,11/05/2010,178.0,180.0,160.0,180.0,6.0
242,11/08/2010,160.0,180.0,160.0,170.0,26.0
243,11/09/2010,170.0,180.0,170.0,170.0,19.0
244,11/10/2010,160.0,180.0,160.0,160.0,25.0
245,11/11/2010,160.0,180.0,160.0,160.0,14.0
246,11/12/2010,160.0,160.0,160.0,160.0,13.0
247,11/15/2010,160.0,190.0,160.0,190.0,3.0
248,11/16/2010,160.0,160.0,160.0,160.0,1.0
249,11/17/2010,180.0,190.0,160.0,160.0,27.0
250,11/18/2010,160.0,160.0,160.0,160.0,16.0
251,11/19/2010,160.0,160.0,160.0,160.0,17.0
252,11/22/2010,160.0,180.0,140.0,180.0,11.0
253,11/23/2010,180.0,180.0,140.0,140.0,7.0
254,11/24/2010,140.0,180.0,140.0,180.0,4.0
255,11/26/2010,180.0,180.0,130.0,180.0,6.0
256,11/29/2010,130.0,180.0,130.0,180.0,2.0
257,11/30/2010,170.0,170.0,130.0,130.0,7.0
258,12/01/2010,180.0,180.0,170.0,170.0,32.0
259,12/02/2010,131.0,170.0,131.0,132.0,32.0
260,12/03/2010,135.0,170.0,135.0,140.0,11.0
261,12/06/2010,170.0,170.0,140.0,140.0,24.0
262,12/07/2010,140.0,140.0,130.0,130.0,8.0
263,12/08/2010,140.0,150.0,120.0,130.0,38.0
264,12/09/2010,130.0,130.0,130.0,130.0,5.0
265,12/10/2010,130.0,130.0,130.0,130.0,4.0
266,12/13/2010,130.0,140.0,100.0,130.0,12.0
267,12/14/2010,120.0,130.0,120.0,130.0,29.0
268,12/15/2010,120.0,190.0,110.0,180.0,250.0
269,12/16/2010,180.0,180.0,170.0,180.0,16.0
270,12/17/2010,170.0,190.0,170.0,170.0,9.0
271,12/20/2010,150.0,190.0,150.0,160.0,9.0
272,12/21/2010,160.0,170.0,150.0,150.0,32.0
273,12/22/2010,150.0,160.0,150.0,150.0,9.0
274,12/23/2010,150.0,190.0,150.0,150.0,52.0
275,12/27/2010,150.0,190.0,150.0,150.0,12.0
276,12/28/2010,150.0,150.0,81.0,150.0,12.0
277,12/29/2010,100.0,150.0,100.0,100.0,48.0
278,12/30/2010,110.0,180.0,110.0,180.0,28.0
279,12/31/2010,150.0,180.0,130.0,180.0,17.0
280,01/03/2011,180.0,180.0,150.0,170.0,28.0
281,01/04/2011,170.0,170.0,170.0,170.0,0.0
282,01/05/2011,172.0,180.0,172.0,180.0,5.0
283,01/06/2011,150.0,180.0,150.0,150.0,5.0
284,01/07/2011,150.0,180.0,150.0,180.0,5.0
285,01/10/2011,160.0,180.0,160.0,180.0,7.0
286,01/11/2011,180.0,190.0,165.0,190.0,221.0
287,01/12/2011,170.0,200.0,170.0,190.0,63.0
288,01/13/2011,200.0,200.0,170.0,170.0,34.0
289,01/14/2011,160.0,400.0,160.0,220.0,258.0
290,01/18/2011,210.0,210.0,180.0,180.0,199.0
291,01/19/2011,205.0,210.0,190.0,210.0,215.0
292,01/20/2011,210.0,250.0,210.0,250.0,11.0
293,01/21/2011,280.0,350.0,248.0,270.0,306.0
294,01/24/2011,285.0,290.0,270.0,290.0,675.0
295,01/25/2011,300.0,320.0,270.0,310.0,1249.0
296,01/26/2011,330.0,390.0,330.0,380.0,1712.0
297,01/27/2011,420.0,540.0,390.0,540.0,3027.0
298,01/28/2011,590.0,590.0,470.0,500.0,1773.0
299,01/31/2011,495.0,500.0,400.0,440.0,692.0
300,02/01/2011,420.0,450.0,330.0,370.0,607.0
301,02/02/2011,350.0,370.0,270.0,335.0,689.0
302,02/03/2011,320.0,330.0,280.0,310.0,420.0
303,02/04/2011,290.0,350.0,290.0,320.0,227.0
304,02/07/2011,350.0,350.0,300.0,300.0,142.0
305,02/08/2011,300.0,330.0,300.0,310.0,112.0
306,02/09/2011,350.0,350.0,320.0,345.0,103.0
307,02/10/2011,330.0,350.0,330.0,340.0,106.0
308,02/11/2011,350.0,390.0,330.0,340.0,817.0
309,02/14/2011,340.0,390.0,340.0,390.0,664.0
310,02/15/2011,400.0,480.0,390.0,460.0,929.0
311,02/16/2011,490.0,535.0,445.5,470.0,2278.0
312,02/17/2011,480.0,489.0,395.0,420.0,1306.0
313,02/18/2011,440.0,440.0,380.0,390.0,805.0
314,02/22/2011,360.0,380.0,300.0,305.0,1171.0
315,02/23/2011,290.0,315.0,280.0,290.0,465.0
316,02/24/2011,280.0,305.0,265.0,268.0,167.0
317,02/25/2011,271.0,300.0,255.0,260.0,297.0
318,02/28/2011,250.0,260.0,230.0,240.0,253.0
319,03/01/2011,240.0,240.0,182.0,186.0,340.0
320,03/02/2011,185.0,240.0,185.0,231.0,197.0
321,03/03/2011,259.0,370.0,240.0,290.0,595.0
322,03/04/2011,340.0,350.0,300.0,300.0,253.0
323,03/07/2011,340.0,340.0,285.0,285.0,82.0
324,03/08/2011,320.0,330.0,270.0,300.0,49.0
325,03/09/2011,330.0,340.0,270.0,319.0,39.0
326,03/10/2011,280.0,319.0,275.0,300.0,110.0
327,03/11/2011,275.0,309.0,270.0,280.0,25.0
328,03/14/2011,280.0,299.0,260.0,265.0,38.0
329,03/15/2011,265.0,265.0,230.0,230.0,97.0
330,03/16/2011,230.0,280.0,200.0,270.0,47.0
331,03/17/2011,285.0,290.0,240.0,280.0,76.0
332,03/18/2011,280.0,280.0,250.0,250.0,16.0
333,03/21/2011,250.0,280.0,250.0,280.0,29.0
334,03/22/2011,250.0,280.0,250.0,250.0,22.0
335,03/23/2011,250.0,270.0,230.0,250.0,49.0
336,03/24/2011,250.0,250.0,230.0,250.0,19.0
337,03/25/2011,250.0,250.0,230.0,250.0,29.0
338,03/28/2011,230.0,250.0,230.0,230.0,20.0
339,03/29/2011,230.0,249.0,230.0,249.0,26.0
340,03/30/2011,210.0,249.0,210.0,220.0,25.0
341,03/31/2011,210.0,220.0,210.0,220.0,27.0
342,04/01/2011,240.0,240.0,210.0,230.0,29.0
343,04/04/2011,235.0,240.0,210.0,240.0,55.0
344,04/05/2011,215.0,220.0,200.0,200.0,249.0
345,04/06/2011,200.0,215.0,200.0,200.0,30.0
346,04/07/2011,200.0,210.0,200.0,210.0,37.0
347,04/08/2011,200.0,210.0,200.0,200.0,29.0
348,04/11/2011,200.0,215.0,190.0,200.0,29.0
349,04/12/2011,190.0,200.0,180.0,195.0,38.0
350,04/13/2011,180.0,204.0,180.0,200.0,43.0
351,04/14/2011,204.0,204.0,180.0,181.0,10.0
352,04/15/2011,181.0,181.0,165.0,165.0,158.0
353,04/18/2011,165.0,180.0,165.0,180.0,109.0
354,04/19/2011,235.0,235.0,165.0,175.0,92.0
355,04/20/2011,170.0,180.0,170.0,180.0,55.0
356,04/21/2011,180.0,180.0,171.0,171.0,69.0
357,04/25/2011,170.0,171.0,120.0,130.0,119.0
358,04/26/2011,130.0,140.0,130.0,130.0,15.0
359,04/27/2011,130.0,140.0,130.0,140.0,96.0
360,04/28/2011,140.0,140.0,120.0,140.0,52.0
361,04/29/2011,135.0,150.0,120.0,145.0,132.0
362,05/02/2011,137.5,145.0,125.0,135.0,39.0
363,05/03/2011,135.0,145.0,135.0,144.0,10.0
364,05/04/2011,135.0,140.0,134.0,134.0,12.0
365,05/05/2011,134.0,134.0,120.0,127.5,47.0
366,05/06/2011,130.0,130.0,120.0,121.0,166.0
367,05/09/2011,125.0,140.0,101.0,110.0,110.0
368,05/10/2011,100.0,150.0,100.0,120.0,71.0
369,05/11/2011,135.0,150.0,110.0,120.0,14.0
370,05/12/2011,120.0,130.0,110.0,130.0,39.0
371,05/13/2011,130.0,130.0,101.0,101.0,84.0
372,05/16/2011,110.0,129.0,101.0,101.0,79.0
373,05/17/2011,100.0,119.0,100.0,119.0,59.0
374,05/18/2011,118.0,120.0,100.0,120.0,42.0
375,05/19/2011,110.0,110.0,110.0,110.0,11.0
376,05/20/2011,120.0,120.0,110.0,110.0,5.0
377,05/23/2011,110.0,120.0,110.0,120.0,29.0
378,05/24/2011,120.0,130.0,115.0,115.0,270.0
379,05/25/2011,115.0,125.0,115.0,120.0,229.0
380,05/26/2011,120.0,120.0,105.0,120.0,164.0
381,05/27/2011,105.0,120.0,105.0,115.0,41.0
382,05/31/2011,110.0,118.0,110.0,118.0,2.0
383,06/01/2011,117.0,125.0,117.0,125.0,33.0
384,06/02/2011,125.0,125.0,105.0,110.0,37.0
385,06/03/2011,105.0,110.0,105.0,110.0,15.0
386,06/06/2011,114.0,114.0,110.0,110.0,16.0
387,06/07/2011,108.0,109.0,105.0,107.0,21.0
388,06/08/2011,105.0,119.0,105.0,110.0,20.0
389,06/09/2011,110.0,117.0,110.0,115.0,20.0
390,06/10/2011,110.0,120.0,110.0,120.0,11.0
391,06/13/2011,120.0,120.0,105.0,105.0,52.0
392,06/14/2011,110.0,115.0,110.0,110.0,17.0
393,06/15/2011,110.0,110.0,105.0,108.0,13.0
394,06/16/2011,110.0,110.0,105.0,105.0,18.0
395,06/17/2011,105.0,105.0,105.0,105.0,30.0
396,06/20/2011,90.0,108.0,90.0,108.0,36.0
397,06/21/2011,91.0,120.0,91.0,110.0,30.0
398,06/22/2011,100.0,119.0,100.0,117.0,3.0
399,06/23/2011,100.0,100.0,100.0,100.0,31.0
400,06/24/2011,100.0,100.0,100.0,100.0,3.0
401,06/27/2011,93.0,100.0,93.0,94.0,18.0
402,06/28/2011,95.0,100.0,85.1,85.1,54.0
403,06/29/2011,80.0,95.0,80.0,85.0,22.0
404,06/30/2011,82.0,95.0,82.0,85.0,5.0
405,07/01/2011,90.0,94.0,90.0,94.0,3.0
406,07/05/2011,90.0,100.0,82.0,85.0,11.0
407,07/06/2011,82.0,100.0,67.6,80.0,21.0
408,07/07/2011,60.0,90.0,60.0,90.0,30.0
409,07/08/2011,90.0,90.0,71.0,80.0,9.0
410,07/11/2011,70.0,80.0,70.0,79.6,9.0
411,07/12/2011,79.6,100.0,79.6,100.0,19.0
412,07/13/2011,100.0,100.0,80.0,99.0,20.0
413,07/14/2011,80.0,80.0,80.0,80.0,6.0
414,07/15/2011,81.0,81.0,81.0,81.0,1.0
415,07/18/2011,80.0,81.0,70.0,70.0,86.0
416,07/19/2011,100.0,100.0,100.0,100.0,5.0
417,07/20/2011,100.0,100.0,80.0,80.0,17.0
418,07/21/2011,90.0,90.0,90.0,90.0,10.0
419,07/25/2011,80.0,85.0,80.0,85.0,16.0
420,07/26/2011,80.0,80.0,70.0,70.0,2.0
421,07/27/2011,70.0,72.0,62.0,62.0,45.0
422,07/28/2011,85.0,85.0,62.0,85.0,47.0
423,07/29/2011,70.0,88.0,60.0,80.0,17.0
424,08/01/2011,70.0,80.0,70.0,70.0,13.0
425,08/02/2011,70.0,90.0,70.0,90.0,5.0
426,08/03/2011,80.0,80.0,80.0,80.0,0.0
427,08/04/2011,80.0,80.0,80.0,80.0,2.0
428,08/05/2011,79.0,79.0,75.0,79.0,31.0
429,08/08/2011,73.0,80.0,71.0,80.0,25.0
430,08/09/2011,80.0,80.0,70.0,80.0,45.0
431,08/10/2011,80.0,96.0,71.0,96.0,9.0
432,08/11/2011,71.0,97.0,71.0,97.0,17.0
433,08/12/2011,90.0,90.0,75.0,90.0,14.0
434,08/15/2011,90.0,97.0,75.0,97.0,30.0
435,08/16/2011,96.0,96.0,75.0,80.0,8.0
436,08/17/2011,96.0,96.0,80.0,95.0,33.0
437,08/18/2011,80.0,95.0,80.0,95.0,74.0
438,08/19/2011,96.0,97.0,81.0,97.0,10.0
439,08/22/2011,85.0,97.0,85.0,95.0,9.0
440,08/23/2011,83.5,97.0,83.5,86.0,9.0
441,08/24/2011,97.0,98.0,87.0,98.0,13.0
442,08/26/2011,89.1,98.0,89.1,98.0,17.0
443,08/29/2011,98.0,100.0,85.0,100.0,21.0
444,08/30/2011,100.0,100.0,100.0,100.0,1.0
445,08/31/2011,87.0,100.0,80.0,81.0,116.0
446,09/01/2011,80.0,95.0,80.0,95.0,41.0
447,09/02/2011,90.0,95.1,90.0,95.1,6.0
448,09/06/2011,90.0,95.1,90.0,90.0,9.0
449,09/07/2011,94.9,94.9,90.0,90.0,3.0
450,09/08/2011,90.0,94.9,90.0,94.9,5.0
451,09/09/2011,94.9,94.9,94.9,94.9,12.0
452,09/12/2011,90.0,99.9,90.0,99.9,11.0
453,09/13/2011,99.9,99.9,90.0,99.0,23.0
454,09/14/2011,85.0,99.9,85.0,97.5,2.0
455,09/15/2011,81.5,97.5,81.5,97.5,17.0
456,09/16/2011,90.0,97.5,90.0,97.5,12.0
457,09/19/2011,60.0,97.0,60.0,97.0,73.0
458,09/20/2011,85.0,97.0,85.0,97.0,5.0
459,09/21/2011,85.0,97.0,85.0,85.0,11.0
460,09/22/2011,95.0,95.0,85.0,85.0,7.0
461,09/23/2011,85.0,95.0,80.0,80.0,14.0
462,09/26/2011,87.0,87.0,70.0,87.0,56.0
463,09/27/2011,70.0,83.0,70.0,79.0,13.0
464,09/28/2011,70.0,85.0,70.0,85.0,2.0
465,09/29/2011,70.0,85.0,70.0,85.0,6.0
466,09/30/2011,70.0,85.0,70.0,79.0,3.0
467,10/03/2011,70.0,85.0,70.0,70.0,13.0
468,10/04/2011,70.0,85.0,70.0,85.0,15.0
469,10/06/2011,66.0,85.0,66.0,85.0,3.0
470,10/07/2011,68.0,83.0,66.0,83.0,10.0
471,10/10/2011,66.0,83.0,66.0,80.0,15.0
472,10/11/2011,66.0,80.0,66.0,80.0,1.0
473,10/12/2011,70.0,70.0,70.0,70.0,1.0
